CODICE PRODOTTO,CODICE OE,CODICI CROSS,BRAND,DESCRIZIONE,LINK IMMAGINE,CATEGORIA,GIACENZA,PREZZO,SCHEDA TECNICA,SCHEDA DI SICUREZZA,CONFEZIONE,QUANTITÀ MINIMA,META.LUNGHEZZA,META.LARGHEZZA,META.PROFONDITA',META. ...
0280156063,,,BOSCH,ELETTROINIETTORE AUDI/VW 1.8IE,,Ricambio,1.0,35.9,,,1 pz,1,,,,
0280156357,,,BOSCH,INIETTORE BENZINA,,Ricambio,4.0,59.9,,,1 pz,1,,,,
0280158124,,,BOSCH,VALVOLA INIETTORE,,Ricambio,4.0,24.9,,,1 pz,1,,,,
0280158169,,,BOSCH,INIETTORE FIAT,,Ricambio,4.0,68.9,,,1 pz,1,,,,
0280158207,,,BOSCH,INIETTORE,,Ricambio,4.0,38.9,,,1 pz,1,,,,
0280158818,,,BOSCH,INIETTORE GAS IVECO,,Ricambio,8.0,70.9,,,1 pz,1,,,,
0280158857,,,BOSCH,INIETTORE,,Ricambio,4.0,68.9,,,1 pz,1,,,,
0280160557,,,BOSCH,REGOL DI PRESS RANGE ROVER,,Ricambio,2.0,20.9,,,1 pz,1,,,,
0280160575,,,BOSCH,REGOLAT PRESS(MODIF LAND ROVER,,Ricambio,2.0,23.9,,,1 pz,1,,,,
0280217114,,,BOSCH,MISURATORE ARIA MERCEDES,,Ricambio,1.0,80.9,,,1 pz,1,,,,
0280217121,,,BOSCH,DEBIMETRO AUDI/VW/FORD/SEAT,,Ricambio,2.0,63.9,,,1 pz,1,,,,
0280218019,,,BOSCH,DEBIMETRO LANCIA K 2.4 JTD,,Ricambio,1.0,79.9,,,1 pz,1,,,,
0280218120,,,BOSCH,DEBIMETRO ALFA 147 JTD,,Ricambio,1.0,74.9,,,1 pz,1,,,,
0280218431,,,BOSCH,Misuratore massa aria 7,,Ricambio,2.0,51.9,,,1 pz,1,,,,
0281002011,,,BOSCH,SONDA TERMICA,,Ricambio,1.0,36.9,,,1 pz,1,,,,
0281002123,,,BOSCH,SENSORE NUMERO GIRI,,Ricambio,1.0,45.9,,,1 pz,1,,,,
0281002138,,,BOSCH,SENSORE VELOCITA' OPEL,,Ricambio,3.0,29.9,,,1 pz,1,,,,
0281002154,,,BOSCH,VALVOLA ELETTROMAGNETICA,,Ricambio,1.0,116.9,,,1 pz,1,,,,
0281002169,,,BOSCH,SENSORE. TEMP.LIQU,,Ricambio,1.0,19.9,,,1 pz,1,,,,
0281002170,,,BOSCH,SENSORE DI TEMPERATURA,,Ricambio,1.0,15.9,,,1 pz,1,,,,
0281002191,,,BOSCH,TRASDUTTORE GIRI NISSAN,,Ricambio,2.0,66.9,,,1 pz,1,,,,
0281002205,,,BOSCH,SENSORE PRESS. SOVRAL.,,Ricambio,1.0,73.9,,,1 pz,1,,,,
0281002206,,,BOSCH,TRASDUCTORE NUMERO GIRI,,Ricambio,4.0,23.9,,,1 pz,1,,,,
0281002207,,,BOSCH,MISUR. PORT. ARIA NISSAN TERR.,,Ricambio,2.0,124.9,,,1 pz,1,,,,
0281002209,,,BOSCH,SENSORE TEMPERATURA OLIO,,Ricambio,1.0,14.9,,,1 pz,1,,,,
0281002213,,,BOSCH,TRASDUTTORE DI FASE,,Ricambio,3.0,56.9,,,1 pz,1,,,,
0281002232,,,BOSCH,SENSORE DI TEMPERATURA,,Ricambio,1.0,37.9,,,1 pz,1,,,,
0281002241,,,BOSCH,VALVOLA PRESS. C/RAIL MERCEDES,,Ricambio,9.0,100.9,,,1 pz,1,,,,
0281002244,,,BOSCH,SENSORE PRESSIONE TEMPERATURA,,Ricambio,2.0,87.9,,,1 pz,1,,,,
0281002248,,,BOSCH,GENERATORE DI IMPULSI,,Ricambio,1.0,50.9,,,1 pz,1,,,,
0281002270,,,BOSCH,SENSORE,,Ricambio,2.0,62.9,,,1 pz,1,,,,
0281002285,,,BOSCH,SENSORE GIRI,,Ricambio,2.0,48.9,,,1 pz,1,,,,
0281002313,,,BOSCH,VALVOLA ELETTROMAGNETICA,,Ricambio,1.0,153.9,,,1 pz,1,,,,
0281002314,,,BOSCH,VALVOLA ELETTROMAGNETICA,,Ricambio,1.0,175.9,,,1 pz,1,,,,
0281002315,,,BOSCH,TRASDUTTORE NUMERO GIRI,,Ricambio,1.0,21.9,,,1 pz,1,,,,
0281002316,,,BOSCH,SENSORE PRESSIONE,,Ricambio,1.0,69.9,,,1 pz,1,,,,
0281002332,,,BOSCH,SENSORE GIRI IVECO,,Ricambio,5.0,42.9,,,1 pz,1,,,,
0281002406,,,BOSCH,TRASDUTTORE DI FASE,,Ricambio,1.0,45.9,,,1 pz,1,,,,
0281002410,,,BOSCH,SENSORE GIRI,,Ricambio,2.0,35.9,,,1 pz,1,,,,
0281002411,,,BOSCH,TRASDUTTORE NUMERO DI GIRI,,Ricambio,4.0,34.9,,,1 pz,1,,,,
0281002426,,,BOSCH,SENSORE ALBERO MOTORE,,Ricambio,1.0,61.9,,,1 pz,1,,,,
0281002427,,,BOSCH,TRASDUTTORE NUMERO GIRI,,Ricambio,1.0,61.9,,,1 pz,1,,,,
0281002428,,,BOSCH,MISURATORE MASSA ARIA OPEL,,Ricambio,1.0,136.9,,,1 pz,1,,,,
0281002434,,,BOSCH,SENSORE GIRI CHRYSLER VM,,Ricambio,2.0,33.9,,,1 pz,1,,,,
0281002445,,,BOSCH,VALVOLA REGOLAZIONE PRESSIONE,,Ricambio,1.0,84.9,,,1 pz,1,,,,
0281002453,,,BOSCH,TRASDUTTORE DI FASE,,Ricambio,1.0,54.9,,,1 pz,1,,,,
0281002466,,,BOSCH,MIS MASSA ARIA PEL CALDA,,Ricambio,1.0,132.9,,,1 pz,1,,,,
0281002474,,,BOSCH,SENSORE VELOCITA' FIAT,,Ricambio,1.0,21.9,,,1 pz,1,,,,
0281002480,,,BOSCH,VALVOLA REG.PRESS.C/RAIL BMW,,Ricambio,7.0,87.9,,,1 pz,1,,,,
0281002481,,,BOSCH,VALVOLA REG. TUBO RAIL BMW,,Ricambio,4.0,123.9,,,1 pz,1,,,,
0281002483,,,BOSCH,VALVOLA REGOL. C/RAIL RENAULT,,Ricambio,4.0,65.9,,,1 pz,1,,,,
0281002487,,,BOSCH,SENSORE PRESSIONE SOVRALIMENT,,Ricambio,1.0,53.9,,,1 pz,1,,,,
0281002488,,,BOSCH,REGOLATORE COMMON RAIL LANCIA,,Ricambio,20.0,91.9,,,1 pz,1,,,,
0281002493,,,BOSCH,VALVOLA PRESS C.RAIL,,Ricambio,14.0,74.9,,,1 pz,1,,,,
0281002494,,,BOSCH,VALVOLA REGOLAZ. C.RAIL,,Ricambio,4.0,122.9,,,1 pz,1,,,,
0281002500,,,BOSCH,SENSORE PRESS RAIL (DRV),,Ricambio,18.0,205.9,,,1 pz,1,,,,
0281002507,,,BOSCH,VALVOLA REGOLAZIONE FIAT,,Ricambio,42.0,65.9,,,1 pz,1,,,,
0281002509,,,BOSCH,SENSORE,,Ricambio,1.0,22.9,,,1 pz,1,,,,
0281002511,,,BOSCH,TRASDUTTORE NUMERO GIRI,,Ricambio,2.0,27.9,,,1 pz,1,,,,
0281002512,,,BOSCH,SENSORE ALBERO MOTORE DAILY,,Ricambio,8.0,32.9,,,1 pz,1,,,,
0281002513,,,BOSCH,TRASDUTTORE NUM.GIRI,,Ricambio,3.0,33.9,,,1 pz,1,,,,
0281002515,,,BOSCH,TRASDUTTORE DI FASE,,Ricambio,1.0,55.9,,,1 pz,1,,,,
0281002531,,,BOSCH,DEBIMETRO VW,,Ricambio,1.0,82.9,,,1 pz,1,,,,
0281002584,,,BOSCH,VALVOLA REG.PRESS. MULTIJ.,,Ricambio,1.0,140.9,,,1 pz,1,,,,
0281002585,,,BOSCH,MISURATORE MASSA ARIA MERCEDES,,Ricambio,1.0,102.9,,,1 pz,1,,,,
0281002594,,,BOSCH,MISURATORE MASSA ARIA,,Ricambio,1.0,130.9,,,1 pz,1,,,,
0281002603,,,BOSCH,TRASDUTTORE DI GIRI,,Ricambio,1.0,26.9,,,1 pz,1,,,,
0281002613,,,BOSCH,DEBIMETRO FIAT 1.3 MJTD,,Ricambio,1.0,67.9,,,1 pz,1,,,,
0281002632,,,BOSCH,MODULO PEDALE ACCELERATORE,,Ricambio,1.0,294.9,,,1 pz,1,,,,
0281002634,,,BOSCH,SENSORE ALBERO A CAMME IVECO,,Ricambio,2.0,26.9,,,1 pz,1,,,,
0281002655,,,BOSCH,SENSORE PRESSIONE,,Ricambio,3.0,39.9,,,1 pz,1,,,,
0281002663,,,BOSCH,DEBIMETRO NISSAN,,Ricambio,2.0,137.9,,,1 pz,1,,,,
0281002667,,,BOSCH,TRASDUTTORE DI FASE CHRYSLER *,,Ricambio,4.0,28.9,,,1 pz,1,,,,
0281002682,,,BOSCH,SENSORE PRESSIONE,,Ricambio,1.0,131.9,,,1 pz,1,,,,
0281002693,,,BOSCH,SENSORE PRESSIONE TEMPERATURA,,Ricambio,3.0,32.9,,,1 pz,1,,,,
0281002710,,,BOSCH,SENSORE DI PRESSIONE,,Ricambio,1.0,30.9,,,1 pz,1,,,,
0281002721,,,BOSCH,MISURATORE MASSA ARIA,,Ricambio,1.0,85.9,,,1 pz,1,,,,
0281002735,,,BOSCH,DEBIMETRO MERCEDES E220 CDI,,Ricambio,2.0,84.9,,,1 pz,1,,,,
0281002738,,,BOSCH,VALVOLA REGOLAZ PRESSIONE,,Ricambio,2.0,130.9,,,1 pz,1,,,,
0281002744,,,BOSCH,SENSORE DI TEMPERATURA,,Ricambio,1.0,16.9,,,1 pz,1,,,,
0281002750,,,BOSCH,VALVOLA PRESSIONE C/RAIL,,Ricambio,1.0,72.9,,,1 pz,1,,,,
0281002753,,,BOSCH,VALVOLA REGOLAZ PRESSIONE,,Ricambio,1.0,125.9,,,1 pz,1,,,,
0281002757,,,BOSCH,MISURATORE MASSA ARIA=121,,Ricambio,3.0,54.9,,,1 pz,1,,,,
0281002770,,,BOSCH,SENSORE DI PRESSIONE,,Ricambio,2.0,42.9,,,1 pz,1,,,,
0281002778,,,BOSCH,SENSORE ALBERO MOTORE IVECO *,,Ricambio,1.0,27.9,,,1 pz,1,,,,
0281002792,,,BOSCH,DEBIMETRO ALFA/FIAT/LANCIA JTD,,Ricambio,2.0,86.9,,,1 pz,1,,,,
0281002794,,,BOSCH,VALVOLA REGOLAZIONE,,Ricambio,3.0,128.9,,,1 pz,1,,,,
0281002800,,,BOSCH,UNITA' DI DOSAGGIO,,Ricambio,1.0,91.9,,,1 pz,1,,,,
0281002803,,,BOSCH,SENSORE DI PRESSIONE,,Ricambio,1.0,126.9,,,1 pz,1,,,,
0281002826,,,BOSCH,Valvola regolaz pressione,,Ricambio,1.0,144.9,,,1 pz,1,,,,
0281002829,,,BOSCH,VALVOLA REGOL.PRESSIONE RAIL,,Ricambio,2.0,109.9,,,1 pz,1,,,,
0281002842,,,BOSCH,SENSORE DI PRESS,,Ricambio,3.0,92.9,,,1 pz,1,,,,
0281002854,,,BOSCH,VALVOLA REG.PRESSIONE VW,,Ricambio,2.0,130.9,,,1 pz,1,,,,
0281002863,,,BOSCH,SENSORE PRESSIONE,,Ricambio,1.0,97.9,,,1 pz,1,,,,
0281002870,,,BOSCH,VALVOLA REGOLAZ RAIL,,Ricambio,2.0,108.9,,,1 pz,1,,,,
0281002896,,,BOSCH,DEBIMETRO MERCEDES/VW,,Ricambio,1.0,82.9,,,1 pz,1,,,,
0281002903,,,BOSCH,SONDA MANOMETRICA,,Ricambio,4.0,93.9,,,1 pz,1,,,,
0281002907,,,BOSCH,SENSORE ALTA PRESSIONE,,Ricambio,2.0,99.9,,,1 pz,1,,,,
0281002908,,,BOSCH,SENSORE ALTA PRESSIONE,,Ricambio,15.0,52.9,,,1 pz,1,,,,
0281002917,,,BOSCH,DEBIMETRO FIAT 1.6 MJET,,Ricambio,1.0,92.9,,,1 pz,1,,,,
0281002926,,,BOSCH,SENSORE PRESSIONE,,Ricambio,1.0,94.9,,,1 pz,1,,,,
0281002937,,,BOSCH,SENSORE ALTA PRESSIONE,,Ricambio,2.0,84.9,,,1 pz,1,,,,
0281002942,,,BOSCH,SENSORE PRESSIONE,,Ricambio,1.0,61.9,,,1 pz,1,,,,
0281002943,,,BOSCH,Valvola regolaz pressione,,Ricambio,1.0,69.9,,,1 pz,1,,,,
0281002949,,,BOSCH,VALVOLA REGOL PRESS BMW,,Ricambio,4.0,130.9,,,1 pz,1,,,,
0281002953,,,BOSCH,SENSORE DI PRESSIONE,,Ricambio,1.0,25.9,,,1 pz,1,,,,
0281002964,,,BOSCH,SENSORE ALTA PRESSIONE,,Ricambio,4.0,100.9,,,1 pz,1,,,,
0281002966,,,BOSCH,VALVOLA REGOLAZ PRESSIONE,,Ricambio,2.0,81.9,,,1 pz,1,,,,
0281002976,,,BOSCH,SENSORE PRESSIONE AUDI,,Ricambio,2.0,24.9,,,1 pz,1,,,,
0281002978,,,BOSCH,DEBIMETRO MERCEDES,,Ricambio,1.0,114.9,,,1 pz,1,,,,
0281002980,,,BOSCH,DEBIMETRO FIAT/ALF/LANC 1.9JTD,,Ricambio,1.0,61.9,,,1 pz,1,,,,
0281002982,,,BOSCH,SENSORE PRESSIONE,,Ricambio,2.0,89.9,,,1 pz,1,,,,
0281002990,,,BOSCH,VALVOLA REGOLAZIONE DI PRESSIO,,Ricambio,1.0,99.9,,,1 pz,1,,,,
0281002996,,,BOSCH,SENSORE DI PRESSIONE,,Ricambio,1.0,27.9,,,1 pz,1,,,,
0281003018,,,BOSCH,CENTRALINA DURATA INCANDESC,,Ricambio,1.0,30.9,,,1 pz,1,,,,
0281003024,,,BOSCH,CENTRALINA DURATA INCANDESC.,,Ricambio,1.0,35.9,,,1 pz,1,,,,
0281003039,,,BOSCH,CENTRALINA,,Ricambio,1.0,26.9,,,1 pz,1,,,,
0281004027,,,BOSCH,SONDA LAMBDA,,Ricambio,1.0,82.9,,,1 pz,1,,,,
0281004047,,,BOSCH,SONDA LAMBDA,,Ricambio,1.0,57.9,,,1 pz,1,,,,
0281004107,,,BOSCH,SONDA LAMBDA,,Ricambio,1.0,67.9,,,1 pz,1,,,,
0281004143,,,BOSCH,SONDA LAMBDA,,Ricambio,1.0,70.9,,,1 pz,1,,,,
0281004148,,,BOSCH,SONDA LAMBDA MERCEDES/VW,,Ricambio,1.0,74.9,,,1 pz,1,,,,
0281004184,,,BOSCH,SONDA LAMBDA,,Ricambio,2.0,75.9,,,1 pz,1,,,,
0281004207,,,BOSCH,SONDA LAMBDA,,Ricambio,1.0,78.9,,,1 pz,1,,,,
0281004458,,,BOSCH,SONDA LAMBDA,,Ricambio,2.0,78.9,,,1 pz,1,,,,
0281004564,,,BOSCH,SONDA LAMBDA,,Ricambio,1.0,74.9,,,1 pz,1,,,,
0281004821,,,BOSCH,SONDA LAMBDA,,Ricambio,2.0,49.9,,,1 pz,1,,,,
0281005601,,,BOSCH,Sonda lambda,,Ricambio,1.0,54.9,,,1 pz,1,,,,
0281006002,,,BOSCH,VALVOLA REGOLAZIONE PRESSIONE,,Ricambio,4.0,105.9,,,1 pz,1,,,,
0281006005,,,BOSCH,SENSORE DI PRESSIONE,,Ricambio,2.0,26.9,,,1 pz,1,,,,
0281006015,,,BOSCH,VALVOLA REGOLAZIONE,,Ricambio,2.0,72.9,,,1 pz,1,,,,
0281006017,,,BOSCH,VALVOLA REGOL PRESSIONE,,Ricambio,2.0,94.9,,,1 pz,1,,,,
0281006018,,,BOSCH,SENSORE DI PRESSIONE,,Ricambio,1.0,88.9,,,1 pz,1,,,,
0281006028,,,BOSCH,SENSORE PRESSIONE SOVRALIM,,Ricambio,4.0,22.9,,,1 pz,1,,,,
0281006032,,,BOSCH,VALVOLA DI REGOLAZIONE,,Ricambio,4.0,71.9,,,1 pz,1,,,,
0281006035,,,BOSCH,SENSORE PRESSIONE CARBURA,,Ricambio,1.0,74.9,,,1 pz,1,,,,
0281006037,,,BOSCH,VALVOLA REGOLAPRESSIONE,,Ricambio,1.0,124.9,,,1 pz,1,,,,
0281006048,,,BOSCH,MISURATORE MASSA ARIA FIAT,,Ricambio,2.0,71.9,,,1 pz,1,,,,
0281006049,,,BOSCH,SENSORE DI PRESSIONE,,Ricambio,2.0,31.9,,,1 pz,1,,,,
0281006053,,,BOSCH,SONDA MANOMETRICA,,Ricambio,1.0,101.9,,,1 pz,1,,,,
0281006054,,,BOSCH,MISURATORE MASSA ARIA FIAT,,Ricambio,1.0,76.9,,,1 pz,1,,,,
0281006056,,,BOSCH,MISURATORE MASSA ARIA,,Ricambio,1.0,64.9,,,1 pz,1,,,,
0281006074,,,BOSCH,VALVOLA REGOLAZIONE PRESSIONE,,Ricambio,1.0,97.9,,,1 pz,1,,,,
0281006076,,,BOSCH,SENSORE PRESSIONE,,Ricambio,4.0,28.9,,,1 pz,1,,,,
0281006082,,,BOSCH,SENSORE DI PRESSIONE,,Ricambio,1.0,28.9,,,1 pz,1,,,,
0281006085,,,BOSCH,SENSORE PRESSIONE,,Ricambio,1.0,97.9,,,1 pz,1,,,,
0281006086,,,BOSCH,SENSORE PRESSIONE RAIL,,Ricambio,2.0,77.9,,,1 pz,1,,,,
0281006087,,,BOSCH,SENSORE DI PRESSIONE,,Ricambio,3.0,98.9,,,1 pz,1,,,,
0281006092,,,BOSCH,DEBIMETRO,,Ricambio,1.0,91.9,,,1 pz,1,,,,
0281006101,,,BOSCH,Trasductore numero giri,,Ricambio,1.0,32.9,,,1 pz,1,,,,
0281006117,,,BOSCH,SENSORE PRESSIONE,,Ricambio,1.0,35.9,,,1 pz,1,,,,
0281006135,,,BOSCH,VALVOLA REGOLAZ. PRESSIONE,,Ricambio,2.0,75.9,,,1 pz,1,,,,
0281006158,,,BOSCH,SONDA MANOMETRICA,,Ricambio,2.0,107.9,,,1 pz,1,,,,
0281006159,,,BOSCH,VALVOLA REGOLAZ PRESSIONE,,Ricambio,3.0,93.9,,,1 pz,1,,,,
0281006160,,,BOSCH,SENSORE PRESSIONE,,Ricambio,2.0,97.9,,,1 pz,1,,,,
0281006164,,,BOSCH,SENSORE DI PRESSIONE,,Ricambio,4.0,39.9,,,1 pz,1,,,,
0281006165,,,BOSCH,SENSORE PRESSIONE,,Ricambio,1.0,102.9,,,1 pz,1,,,,
0281006171,,,BOSCH,SENSORE DI PRESSIONE,,Ricambio,1.0,26.9,,,1 pz,1,,,,
0281006186,,,BOSCH,SENSORE PRESSIONE FLAUTO,,Ricambio,2.0,97.9,,,1 pz,1,,,,
0281006188,,,BOSCH,SENSORE PRESSIONE,,Ricambio,2.0,74.9,,,1 pz,1,,,,
0281006191,,,BOSCH,SENSORE ALTA PRESSIONE,,Ricambio,1.0,68.9,,,1 pz,1,,,,
0281006198,,,BOSCH,SENSORE,,Ricambio,4.0,85.9,,,1 pz,1,,,,
0281006199,,,BOSCH,SENSORE,,Ricambio,3.0,76.9,,,1 pz,1,,,,
0281006207,,,BOSCH,SENSORE DI PRESSIONE,,Ricambio,2.0,35.9,,,1 pz,1,,,,
0281006209,,,BOSCH,VALVOLA REGOLAZ PRESSIONE,,Ricambio,1.0,104.9,,,1 pz,1,,,,
0281006212,,,BOSCH,SENSORE,,Ricambio,1.0,29.9,,,1 pz,1,,,,
0281006213,,,BOSCH,SENS. PRESS. DIFFERENZIALE,,Ricambio,1.0,33.9,,,1 pz,1,,,,
0281006221,,,BOSCH,SENSORE DI PRESSIONE,,Ricambio,2.0,20.9,,,1 pz,1,,,,
0281006226,,,BOSCH,SENSORE DI PRESSIONE,,Ricambio,1.0,94.9,,,1 pz,1,,,,
0281006244,,,BOSCH,SENSORE DI PRESSIONE,,Ricambio,1.0,58.9,,,1 pz,1,,,,
0281006245,,,BOSCH,SENSORE DI PRESSIONE,,Ricambio,2.0,75.9,,,1 pz,1,,,,
0281006246,,,BOSCH,VALVOLA REGOLAPRESSIONE,,Ricambio,7.0,70.9,,,1 pz,1,,,,
0281006247,,,BOSCH,MISURATORE MASSA ARIA,,Ricambio,1.0,71.9,,,1 pz,1,,,,
0281006253,,,BOSCH,SENSORE DI PRESSIONE,,Ricambio,2.0,93.9,,,1 pz,1,,,,
0281006264,,,BOSCH,SENSORE,,Ricambio,4.0,48.9,,,1 pz,1,,,,
0281006278,,,BOSCH,SENSORE PRESSIONE MERCEDES,,Ricambio,4.0,29.9,,,1 pz,1,,,,
0281006282,,,BOSCH,SENSORE PRESSIONE TEMPERATURA,,Ricambio,2.0,48.9,,,1 pz,1,,,,
0281006287,,,BOSCH,SENSORE DI PRESSIONE,,Ricambio,2.0,31.9,,,1 pz,1,,,,
0281006325,,,BOSCH,SENSORE PRESSIONE,,Ricambio,6.0,53.9,,,1 pz,1,,,,
0281006327,,,BOSCH,"Sensore, Pressione carburante",,Ricambio,2.0,74.9,,,1 pz,1,,,,
0281006350,,,BOSCH,SENSORE DI PRESSIONE,,Ricambio,1.0,99.9,,,1 pz,1,,,,
0281006405,,,BOSCH,Valv. regolazione press.,,Ricambio,4.0,96.9,,,1 pz,1,,,,
0281006430,,,BOSCH,VALVOLA DI PRESSIONE,,Ricambio,1.0,99.9,,,1 pz,1,,,,
0281006447,,,BOSCH,SENSORE PRESSIONE,,Ricambio,3.0,36.9,,,1 pz,1,,,,
0281006481,,,BOSCH,SENSORE PRESSIONE/TEMPERATURA,,Ricambio,2.0,33.9,,,1 pz,1,,,,
0281006507,,,BOSCH,SONDA MANOMETRICA,,Ricambio,1.0,73.9,,,1 pz,1,,,,
0281006675,,,BOSCH,MISURATORE MASSA ARIA,,Ricambio,1.0,112.9,,,1 pz,1,,,,
0281006755,,,BOSCH,DEBIMETRO AUDI/VW/SEAT,,Ricambio,1.0,69.9,,,1 pz,1,,,,
0281007113,,,BOSCH,SENSORE DI PRESSIONE,,Ricambio,1.0,59.9,,,1 pz,1,,,,
0281007304,,,BOSCH,SENSORE DI PRESSIONE,,Ricambio,1.0,99.9,,,1 pz,1,,,,
0281008472,,,BOSCH,Sonda particolato,,Ricambio,1.0,98.9,,,1 pz,1,,,,
0281008513,,,BOSCH,Sensore alta pressione,,Ricambio,1.0,53.9,,,1 pz,1,,,,
0330001003,,,BOSCH,ELETTROMAGNETE BH 24V.,,Ricambio,1.0,105.9,,,1 pz,1,,,,
0332002168,,,BOSCH,RELE,,Ricambio,2.0,23.9,,,1 pz,1,,,,
0332015008,,,BOSCH,MINIRELE',,Ricambio,3.0,15.9,,,1 pz,1,,,,
0332019213,,,BOSCH,RELE',,Ricambio,1.0,11.9,,,1 pz,1,,,,
0332209216,,,BOSCH,MINI RELE',,Ricambio,4.0,11.9,,,1 pz,1,,,,
0333009002,,,BOSCH,RELE PER ALTA CORRENTE,,Ricambio,1.0,79.9,,,1 pz,1,,,,
0333301009,,,BOSCH,STACCABATTERIA 24V,,Ricambio,1.0,178.9,,,1 pz,1,,,,
0335215143,,,BOSCH,TRASDUTTORE LAMPEGGIO DI EMERG,,Ricambio,2.0,47.9,,,1 pz,1,,,,
0335215154,,,BOSCH,INTERMITTENZA LAMPEGG.,,Ricambio,1.0,38.9,,,1 pz,1,,,,
0342315001,,,BOSCH,INTERR PRERISC AVVIAM,,Ricambio,2.0,39.9,,,1 pz,1,,,,
0414001003,,,BOSCH,POMPA/INIETTORE LOMBARDINI,,Ricambio,4.0,116.9,,,1 pz,1,,,,
0414001004,,,BOSCH,POMPA PDM1Q55F/S1000 LOMBARDIN,,Ricambio,1.0,119.9,,,1 pz,1,,,,
0414050996,,,BOSCH,POMPA PFE1Q55/19,,Ricambio,1.0,59.9,,,1 pz,1,,,,
0414060990,,,BOSCH,P.I. PFE1Q65/42,,Ricambio,2.0,76.9,,,1 pz,1,,,,
0414171061,,,BOSCH,POMPA INIEZ. PFR1K70 7021,,Ricambio,8.0,56.9,,,1 pz,1,,,,
0414191006,,,BOSCH,P.I. SAME,,Ricambio,12.0,64.9,,,1 pz,1,,,,
0414191008,,,BOSCH,POMPA INIEZ SAME,,Ricambio,6.0,96.9,,,1 pz,1,,,,
0414396003,,,BOSCH,POMPA PFM1A90S2502 VM,,Ricambio,11.0,77.9,,,1 pz,1,,,,
0414396005,,,BOSCH,POMPA PFM1A90S2504,,Ricambio,4.0,101.9,,,1 pz,1,,,,
0414396006,,,BOSCH,POMPA INIEZIONE,,Ricambio,4.0,87.9,,,1 pz,1,,,,
0414401105,,,BOSCH,POMPA PFM1P100S2005,,Ricambio,4.0,77.9,,,1 pz,1,,,,
0414401106,,,BOSCH,POMPA D'INIEZIONE,,Ricambio,4.0,111.9,,,1 pz,1,,,,
0414401107,,,BOSCH,POMPA D'INIEZIONE,,Ricambio,4.0,78.9,,,1 pz,1,,,,
0414491103,,,BOSCH,POMPA INIEZIONE PFM1P90S1003,,Ricambio,6.0,149.9,,,1 pz,1,,,,
0414491109,,,BOSCH,POMPA PFM1P100S1009,,Ricambio,4.0,150.9,,,1 pz,1,,,,
0414651999,,,BOSCH,Pompa iniezione,,Ricambio,3.0,463.9,,,1 pz,1,,,,
0414673998,,,BOSCH,Pompa diniezione,,Ricambio,4.0,195.9,,,1 pz,1,,,,
0414693006,,,BOSCH,P.I. PFM1C90S........EX001,,Ricambio,4.0,203.9,,,1 pz,1,,,,
0414693007,,,BOSCH,P.I. PFM1C90S........EX003,,Ricambio,2.0,223.9,,,1 pz,1,,,,
0414700009,,,BOSCH,UIS/PDE IVECO,,Ricambio,6.0,313.9,,,1 pz,1,,,,
0414700010,,,BOSCH,UIS/PDE IVECO,,Ricambio,10.0,338.9,,,1 pz,1,,,,
0414701057,,,BOSCH,UIS/PDE SCANIA,,Ricambio,6.0,225.9,,,1 pz,1,,,,
0414701064,,,BOSCH,UIS/PDE SCANIA,,Ricambio,6.0,308.9,,,1 pz,1,,,,
0414701068,,,BOSCH,UIS/PDE SCANIA,,Ricambio,6.0,315.9,,,1 pz,1,,,,
0414701083,,,BOSCH,UIS/PDE N2 TB-LG IV F3B,,Ricambio,6.0,264.9,,,1 pz,1,,,,
0414701084,,,BOSCH,UIS/PDE IVECO STRALIS,,Ricambio,12.0,261.9,,,1 pz,1,,,,
0414703004,,,BOSCH,UIS/PDE STRALIS,,Ricambio,6.0,381.9,,,1 pz,1,,,,
0414703008,,,BOSCH,UIS/PDE IVECO STRALIS,,Ricambio,6.0,381.9,,,1 pz,1,,,,
0414755003,,,BOSCH,UNIT+ POMPA-INIETTORE,,Ricambio,6.0,171.9,,,1 pz,1,,,,
0414755008,,,BOSCH,UNITA' POMPA UPS/PLD DAF,,Ricambio,6.0,271.9,,,1 pz,1,,,,
0414799054,,,BOSCH,UNIT UPS/PLD MERCEDES,,Ricambio,6.0,218.9,,,1 pz,1,,,,
0414799062,,,BOSCH,Polv-tubazione-pompa,,Ricambio,1.0,308.9,,,1 pz,1,,,,
0431213982,,,BOSCH,PPT X POLVER. KBEL83S35,,Ricambio,6.0,48.9,,,1 pz,1,,,,
0432133787,,,BOSCH,Portapolverizzatore equip,,Ricambio,6.0,49.9,,,1 pz,1,,,,
0432191219,,,BOSCH,PPT COMPL 150P1614,,Ricambio,6.0,71.9,,,1 pz,1,,,,
0432191242,,,BOSCH,PPT MERCEDES,,Ricambio,6.0,50.9,,,1 pz,1,,,,
0432191261,,,BOSCH,PPT COMPL MERCEDES/SETRA,,Ricambio,12.0,46.9,,,1 pz,1,,,,
0432191268,,,BOSCH,PPT MERCEDES,,Ricambio,6.0,46.9,,,1 pz,1,,,,
0432191269,,,BOSCH,PPT COMPL.,,Ricambio,12.0,47.9,,,1 pz,1,,,,
0432191326,,,BOSCH,PPT COMPLETO,,Ricambio,6.0,64.9,,,1 pz,1,,,,
0432191375,,,BOSCH,INIETTORE COMPLETO,,Ricambio,1.0,91.9,,,1 pz,1,,,,
